GRID_NAME;BIOME;YEAR;T0_P;T1_P;T0_S;T1_S;CC;SATELLITE;PROCESS
SC-23-Y-C;CAATINGA;1993;01/01/1993;31/12/1993;01/08/1993;31/12/1993;80;L5;0
SC-23-Y-C;CAATINGA;1994;01/01/1994;31/12/1994;01/08/1994;31/12/1994;80;L5;0
SC-23-Y-C;CAATINGA;1995;01/01/1995;31/12/1995;01/08/1995;31/12/1995;80;L5;0
SC-23-Y-C;CAATINGA;1996;01/01/1996;31/12/1996;01/08/1996;31/12/1996;80;L5;0
SC-23-Y-C;CAATINGA;1997;01/01/1997;31/12/1997;01/08/1997;31/12/1997;80;L5;0
SC-23-Y-C;CAATINGA;1998;01/01/1998;31/12/1998;01/08/1998;31/12/1998;80;L5;0
SC-23-Y-C;CAATINGA;1999;01/01/1999;31/12/1999;01/08/1999;31/12/1999;80;L5;0
SC-23-Y-C;CAATINGA;2000;01/01/2000;31/12/2000;01/08/2000;31/12/2000;80;L7;0
SC-23-Y-C;CAATINGA;2001;01/01/2001;31/12/2001;01/08/2001;31/12/2001;80;L7;0
SC-23-Y-C;CAATINGA;2002;01/01/2002;31/12/2002;01/08/2002;31/12/2002;80;L7;0
SC-23-Y-C;CAATINGA;2003;01/01/2003;31/12/2003;01/08/2003;31/12/2003;80;L5;0
SC-23-Y-C;CAATINGA;2004;01/01/2004;31/12/2004;01/08/2004;31/12/2004;80;L5;0
SC-23-Y-C;CAATINGA;2005;01/01/2005;31/12/2005;01/08/2005;31/12/2005;80;L5;0
SC-23-Y-C;CAATINGA;2006;01/01/2006;31/12/2006;01/08/2006;31/12/2006;80;L5;0
SC-23-Y-C;CAATINGA;2007;01/01/2007;31/12/2007;01/08/2007;31/12/2007;80;L5;0
SC-23-Y-C;CAATINGA;2008;01/01/2008;31/12/2008;01/08/2008;31/12/2008;80;L5;0
SC-23-Y-C;CAATINGA;2009;01/01/2009;31/12/2009;01/08/2009;31/12/2009;80;L5;0
SC-23-Y-C;CAATINGA;2010;01/01/2010;31/12/2010;01/08/2010;31/12/2010;80;L5;0
SC-23-Y-C;CAATINGA;2011;01/01/2011;31/12/2011;01/08/2011;31/12/2011;80;L5;0
SC-23-Y-C;CAATINGA;2012;01/01/2012;31/12/2012;01/08/2012;31/12/2012;80;L7;0
SC-23-Y-C;CAATINGA;2013;01/01/2013;31/12/2013;01/08/2013;31/12/2013;80;L8;0
SC-23-Y-C;CAATINGA;2014;01/01/2014;31/12/2014;01/08/2014;31/12/2014;80;L8;0
SC-23-Y-C;CAATINGA;2015;01/01/2015;31/12/2015;01/08/2015;31/12/2015;80;L8;0
SC-23-Y-C;CAATINGA;2016;01/01/2016;31/12/2016;01/08/2016;31/12/2016;80;L8;0
SC-23-Y-C;CAATINGA;2017;01/01/2017;31/12/2017;01/08/2017;31/12/2017;80;L8;0
SC-23-Y-C;CAATINGA;2018;01/01/2018;31/12/2018;01/08/2018;31/12/2018;80;L8;0
SC-23-Y-C;CAATINGA;2019;01/01/2019;31/12/2019;01/08/2019;31/12/2019;80;L8;0
SC-23-Y-C;CAATINGA;2020;01/01/2020;31/12/2020;01/08/2020;31/12/2020;80;L8;0
SD-23-Y-A;CAATINGA;1985;01/01/1985;31/12/1985;01/08/1985;31/12/1985;80;L5;0
SD-23-Y-A;CAATINGA;1986;01/01/1986;31/12/1986;01/08/1986;31/12/1986;80;L5;0
SD-23-Y-A;CAATINGA;1987;01/01/1987;31/12/1987;01/08/1987;31/12/1987;80;L5;0
SD-23-Y-A;CAATINGA;1988;01/01/1988;31/12/1988;01/08/1988;31/12/1988;80;L5;0
SD-23-Y-A;CAATINGA;1989;01/01/1989;31/12/1989;01/08/1989;31/12/1989;80;L5;0
SD-23-Y-A;CAATINGA;1990;01/01/1990;31/12/1990;01/08/1990;31/12/1990;80;L5;0
SD-23-Y-A;CAATINGA;1991;01/01/1991;31/12/1991;01/08/1991;31/12/1991;80;L5;0
SD-23-Y-A;CAATINGA;1992;01/01/1992;31/12/1992;01/08/1992;31/12/1992;80;L5;0
SD-23-Y-A;CAATINGA;1993;01/01/1993;31/12/1993;01/08/1993;31/12/1993;80;L5;0
SD-23-Y-A;CAATINGA;1994;01/01/1994;31/12/1994;01/08/1994;31/12/1994;80;L5;0
SD-23-Y-A;CAATINGA;1995;01/01/1995;31/12/1995;01/08/1995;31/12/1995;80;L5;0
SD-23-Y-A;CAATINGA;1996;01/01/1996;31/12/1996;01/08/1996;31/12/1996;80;L5;0
SD-23-Y-A;CAATINGA;1997;01/01/1997;31/12/1997;01/08/1997;31/12/1997;80;L5;0
SD-23-Y-A;CAATINGA;1998;01/01/1998;31/12/1998;01/08/1998;31/12/1998;80;L5;0
SD-23-Y-A;CAATINGA;1999;01/01/1999;31/12/1999;01/08/1999;31/12/1999;80;L5;0
SD-23-Y-A;CAATINGA;2000;01/01/2000;31/12/2000;01/08/2000;31/12/2000;80;L7;0
SD-23-Y-A;CAATINGA;2001;01/01/2001;31/12/2001;01/08/2001;31/12/2001;80;L7;0
SD-23-Y-A;CAATINGA;2002;01/01/2002;31/12/2002;01/08/2002;31/12/2002;80;L7;0
SD-23-Y-A;CAATINGA;2003;01/01/2003;31/12/2003;01/08/2003;31/12/2003;80;L5;0
SD-23-Y-A;CAATINGA;2004;01/01/2004;31/12/2004;01/08/2004;31/12/2004;80;L5;0
SD-23-Y-A;CAATINGA;2005;01/01/2005;31/12/2005;01/08/2005;31/12/2005;80;L5;0
SD-23-Y-A;CAATINGA;2006;01/01/2006;31/12/2006;01/08/2006;31/12/2006;80;L5;0
SD-23-Y-A;CAATINGA;2007;01/01/2007;31/12/2007;01/08/2007;31/12/2007;80;L5;0
SD-23-Y-A;CAATINGA;2008;01/01/2008;31/12/2008;01/08/2008;31/12/2008;80;L5;0
SD-23-Y-A;CAATINGA;2009;01/01/2009;31/12/2009;01/08/2009;31/12/2009;80;L5;0
SD-23-Y-A;CAATINGA;2010;01/01/2010;31/12/2010;01/08/2010;31/12/2010;80;L5;0
SD-23-Y-A;CAATINGA;2011;01/01/2011;31/12/2011;01/08/2011;31/12/2011;80;L5;0
SD-23-Y-A;CAATINGA;2012;01/01/2012;31/12/2012;01/08/2012;31/12/2012;80;L7;0
SD-23-Y-A;CAATINGA;2013;01/01/2013;31/12/2013;01/08/2013;31/12/2013;80;L8;0
SD-23-Y-A;CAATINGA;2014;01/01/2014;31/12/2014;01/08/2014;31/12/2014;80;L8;0
SD-23-Y-A;CAATINGA;2015;01/01/2015;31/12/2015;01/08/2015;31/12/2015;80;L8;0
SD-23-Y-A;CAATINGA;2016;01/01/2016;31/12/2016;01/08/2016;31/12/2016;80;L8;0
SD-23-Y-A;CAATINGA;2017;01/01/2017;31/12/2017;01/08/2017;31/12/2017;80;L8;0
SD-23-Y-A;CAATINGA;2018;01/01/2018;31/12/2018;01/08/2018;31/12/2018;80;L8;0
SD-23-Y-A;CAATINGA;2019;01/01/2019;31/12/2019;01/08/2019;31/12/2019;80;L8;0
SD-23-Y-A;CAATINGA;2020;01/01/2020;31/12/2020;01/08/2020;31/12/2020;80;L8;0
SD-23-Y-C;CAATINGA;1985;01/01/1985;31/12/1985;01/08/1985;31/12/1985;80;L5;0
SD-23-Y-C;CAATINGA;1986;01/01/1986;31/12/1986;01/08/1986;31/12/1986;80;L5;0
SD-23-Y-C;CAATINGA;1987;01/01/1987;31/12/1987;01/08/1987;31/12/1987;80;L5;0
SD-23-Y-C;CAATINGA;1988;01/01/1988;31/12/1988;01/08/1988;31/12/1988;80;L5;0
SD-23-Y-C;CAATINGA;1989;01/01/1989;31/12/1989;01/08/1989;31/12/1989;80;L5;0
SD-23-Y-C;CAATINGA;1990;01/01/1990;31/12/1990;01/08/1990;31/12/1990;80;L5;0
SD-23-Y-C;CAATINGA;1991;01/01/1991;31/12/1991;01/08/1991;31/12/1991;80;L5;0
SD-23-Y-C;CAATINGA;1992;01/01/1992;31/12/1992;01/08/1992;31/12/1992;80;L5;0
SD-23-Y-C;CAATINGA;1993;01/01/1993;31/12/1993;01/08/1993;31/12/1993;80;L5;0
SD-23-Y-C;CAATINGA;1994;01/01/1994;31/12/1994;01/08/1994;31/12/1994;80;L5;0
SD-23-Y-C;CAATINGA;1995;01/01/1995;31/12/1995;01/08/1995;31/12/1995;80;L5;0
SD-23-Y-C;CAATINGA;1996;01/01/1996;31/12/1996;01/08/1996;31/12/1996;80;L5;0
SD-23-Y-C;CAATINGA;1997;01/01/1997;31/12/1997;01/08/1997;31/12/1997;80;L5;0
SD-23-Y-C;CAATINGA;1998;01/01/1998;31/12/1998;01/08/1998;31/12/1998;80;L5;0
SD-23-Y-C;CAATINGA;1999;01/01/1999;31/12/1999;01/08/1999;31/12/1999;80;L5;0
SD-23-Y-C;CAATINGA;2000;01/01/2000;31/12/2000;01/08/2000;31/12/2000;80;L7;0
SD-23-Y-C;CAATINGA;2001;01/01/2001;31/12/2001;01/08/2001;31/12/2001;80;L7;0
SD-23-Y-C;CAATINGA;2002;01/01/2002;31/12/2002;01/08/2002;31/12/2002;80;L7;0
SD-23-Y-C;CAATINGA;2003;01/01/2003;31/12/2003;01/08/2003;31/12/2003;80;L5;0
SD-23-Y-C;CAATINGA;2004;01/01/2004;31/12/2004;01/08/2004;31/12/2004;80;L5;0
SD-23-Y-C;CAATINGA;2005;01/01/2005;31/12/2005;01/08/2005;31/12/2005;80;L5;0
SD-23-Y-C;CAATINGA;2006;01/01/2006;31/12/2006;01/08/2006;31/12/2006;80;L5;0
SD-23-Y-C;CAATINGA;2007;01/01/2007;31/12/2007;01/08/2007;31/12/2007;80;L5;0
SD-23-Y-C;CAATINGA;2008;01/01/2008;31/12/2008;01/08/2008;31/12/2008;80;L5;0
SD-23-Y-C;CAATINGA;2009;01/01/2009;31/12/2009;01/08/2009;31/12/2009;80;L5;0
SD-23-Y-C;CAATINGA;2010;01/01/2010;31/12/2010;01/08/2010;31/12/2010;80;L5;0
SD-23-Y-C;CAATINGA;2011;01/01/2011;31/12/2011;01/08/2011;31/12/2011;80;L5;0
SD-23-Y-C;CAATINGA;2012;01/01/2012;31/12/2012;01/08/2012;31/12/2012;80;L7;0
SD-23-Y-C;CAATINGA;2013;01/01/2013;31/12/2013;01/08/2013;31/12/2013;80;L8;0
SD-23-Y-C;CAATINGA;2014;01/01/2014;31/12/2014;01/08/2014;31/12/2014;80;L8;0
SD-23-Y-C;CAATINGA;2015;01/01/2015;31/12/2015;01/08/2015;31/12/2015;80;L8;0
SD-23-Y-C;CAATINGA;2016;01/01/2016;31/12/2016;01/08/2016;31/12/2016;80;L8;0
SD-23-Y-C;CAATINGA;2017;01/01/2017;31/12/2017;01/08/2017;31/12/2017;80;L8;0
SD-23-Y-C;CAATINGA;2018;01/01/2018;31/12/2018;01/08/2018;31/12/2018;80;L8;0
SD-23-Y-C;CAATINGA;2019;01/01/2019;31/12/2019;01/08/2019;31/12/2019;80;L8;0
SD-23-Y-C;CAATINGA;2020;01/01/2020;31/12/2020;01/08/2020;31/12/2020;80;L8;0
SE-23-V-A;CAATINGA;1985;01/01/1985;31/12/1985;01/08/1985;31/12/1985;80;L5;0
SE-23-V-A;CAATINGA;1986;01/01/1986;31/12/1986;01/08/1986;31/12/1986;80;L5;0
SE-23-V-A;CAATINGA;1987;01/01/1987;31/12/1987;01/08/1987;31/12/1987;80;L5;0
SE-23-V-A;CAATINGA;1988;01/01/1988;31/12/1988;01/08/1988;31/12/1988;80;L5;0
SE-23-V-A;CAATINGA;1989;01/01/1989;31/12/1989;01/08/1989;31/12/1989;80;L5;0
SE-23-V-A;CAATINGA;1990;01/01/1990;31/12/1990;01/08/1990;31/12/1990;80;L5;0
SE-23-V-A;CAATINGA;1991;01/01/1991;31/12/1991;01/08/1991;31/12/1991;80;L5;0
SE-23-V-A;CAATINGA;1992;01/01/1992;31/12/1992;01/08/1992;31/12/1992;80;L5;0
SE-23-V-A;CAATINGA;1993;01/01/1993;31/12/1993;01/08/1993;31/12/1993;80;L5;0
SE-23-V-A;CAATINGA;1994;01/01/1994;31/12/1994;01/08/1994;31/12/1994;80;L5;0
SE-23-V-A;CAATINGA;1995;01/01/1995;31/12/1995;01/08/1995;31/12/1995;80;L5;0
SE-23-V-A;CAATINGA;1996;01/01/1996;31/12/1996;01/08/1996;31/12/1996;80;L5;0
SE-23-V-A;CAATINGA;1997;01/01/1997;31/12/1997;01/08/1997;31/12/1997;80;L5;0
SE-23-V-A;CAATINGA;1998;01/01/1998;31/12/1998;01/08/1998;31/12/1998;80;L5;0
SE-23-V-A;CAATINGA;1999;01/01/1999;31/12/1999;01/08/1999;31/12/1999;80;L5;0
SE-23-V-A;CAATINGA;2000;01/01/2000;31/12/2000;01/08/2000;31/12/2000;80;L7;0
SE-23-V-A;CAATINGA;2001;01/01/2001;31/12/2001;01/08/2001;31/12/2001;80;L7;0
SE-23-V-A;CAATINGA;2002;01/01/2002;31/12/2002;01/08/2002;31/12/2002;80;L7;0
SE-23-V-A;CAATINGA;2003;01/01/2003;31/12/2003;01/08/2003;31/12/2003;80;L5;0
SE-23-V-A;CAATINGA;2004;01/01/2004;31/12/2004;01/08/2004;31/12/2004;80;L5;0
SE-23-V-A;CAATINGA;2005;01/01/2005;31/12/2005;01/08/2005;31/12/2005;80;L5;0
SE-23-V-A;CAATINGA;2006;01/01/2006;31/12/2006;01/08/2006;31/12/2006;80;L5;0
SE-23-V-A;CAATINGA;2007;01/01/2007;31/12/2007;01/08/2007;31/12/2007;80;L5;0
SE-23-V-A;CAATINGA;2008;01/01/2008;31/12/2008;01/08/2008;31/12/2008;80;L5;0
SE-23-V-A;CAATINGA;2009;01/01/2009;31/12/2009;01/08/2009;31/12/2009;80;L5;0
SE-23-V-A;CAATINGA;2010;01/01/2010;31/12/2010;01/08/2010;31/12/2010;80;L5;0
SE-23-V-A;CAATINGA;2011;01/01/2011;31/12/2011;01/08/2011;31/12/2011;80;L5;0
SE-23-V-A;CAATINGA;2012;01/01/2012;31/12/2012;01/08/2012;31/12/2012;80;L7;0
SE-23-V-A;CAATINGA;2013;01/01/2013;31/12/2013;01/08/2013;31/12/2013;80;L8;0
SE-23-V-A;CAATINGA;2014;01/01/2014;31/12/2014;01/08/2014;31/12/2014;80;L8;0
SE-23-V-A;CAATINGA;2015;01/01/2015;31/12/2015;01/08/2015;31/12/2015;80;L8;0
SE-23-V-A;CAATINGA;2016;01/01/2016;31/12/2016;01/08/2016;31/12/2016;80;L8;0
SE-23-V-A;CAATINGA;2017;01/01/2017;31/12/2017;01/08/2017;31/12/2017;80;L8;0
SE-23-V-A;CAATINGA;2018;01/01/2018;31/12/2018;01/08/2018;31/12/2018;80;L8;0
SE-23-V-A;CAATINGA;2019;01/01/2019;31/12/2019;01/08/2019;31/12/2019;80;L8;0
SE-23-V-A;CAATINGA;2020;01/01/2020;31/12/2020;01/08/2020;31/12/2020;80;L8;0
SA-23-Z-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SA-24-Y-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SA-24-Y-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SA-24-Y-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SA-24-Y-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SA-24-Z-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-23-X-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-23-X-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-23-Z-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-23-Z-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-23-Z-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-V-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-V-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-V-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-V-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-X-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-X-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-X-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-X-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-Y-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-Y-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-Y-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-Y-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-Z-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-Z-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-Z-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-24-Z-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-25-V-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-25-Y-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-25-Y-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-X-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-X-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-X-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-X-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-Z-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-Z-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-Z-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-Z-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-Z-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-V-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-V-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-V-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-V-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-X-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-X-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-X-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-X-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-Y-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-Y-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-Y-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-Y-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-Z-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-Z-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-Z-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-25-V-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-X-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-X-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-X-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-X-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-Y-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-Z-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-Z-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-Z-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-Z-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-V-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-V-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-V-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-V-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-X-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-Y-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-Y-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-Y-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-23-X-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-23-X-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-23-V-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-23-Z-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-23-X-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-23-X-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-23-Z-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-24-V-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-25-V-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-24-Z-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-X-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-Z-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-24-V-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-Y-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-24-Z-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-24-V-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-Y-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-V-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-V-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-Y-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-Y-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-V-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-V-B;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-23-Y-D;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SB-23-Z-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-V-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-V-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SC-23-Y-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-Y-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SD-23-Y-C;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SE-23-V-A;CAATINGA;2021;01/01/2021;31/12/2021;01/08/2021;31/12/2021;80;L8;0
SA-23-Z-D;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SA-24-Y-A;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SA-24-Y-B;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SA-24-Y-C;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SA-24-Y-D;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SA-24-Z-C;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-23-X-B;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-23-X-D;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-23-Z-B;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-23-Z-C;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-23-Z-D;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-24-V-A;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-24-V-B;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-24-V-C;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-24-V-D;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
SB-24-X-A;CAATINGA;2022;01/01/2022;31/12/2022;01/08/2022;31/12/2022;80;L8;1
